# 2025/08/31 23:14:35
#
# ---------------------------------------------------------------------------
#    CDFS017345 - stellar continuum spectrum - ficus.py
# ---------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# ssp_models  --> sb99
# neb_mode    --> off
# Zarray      --> ['0001', '0002', '0008', '0014']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# plot_mode   --> yes
# 
# wave(A)        Flux.OBS         Flux.ERR         Flux.SPEC  Flux.SPECerr   
   +1.51545e+03     +9.27616e-01     +1.12426e-01     +5.71174e-19     +4.40915e-21
   +1.51601e+03     +7.92001e-01     +1.10526e-01     +5.69168e-19     +4.31406e-21
   +1.51656e+03     +8.50512e-01     +1.02406e-01     +5.68200e-19     +3.98786e-21
   +1.51712e+03     +8.00191e-01     +9.74893e-02     +5.68412e-19     +3.65536e-21
   +1.51767e+03     +8.12082e-01     +9.72325e-02     +5.68609e-19     +3.59431e-21
   +1.51822e+03     +7.51689e-01     +9.76270e-02     +5.67809e-19     +3.73275e-21
   +1.51878e+03     +7.73228e-01     +9.78370e-02     +5.66414e-19     +3.91270e-21
   +1.51933e+03     +7.98456e-01     +9.96769e-02     +5.65689e-19     +4.08551e-21
   +1.51989e+03     +7.98877e-01     +1.01439e-01     +5.66131e-19     +4.20696e-21
   +1.52044e+03     +8.80482e-01     +1.01618e-01     +5.67783e-19     +4.32118e-21
   +1.52100e+03     +8.40566e-01     +1.04626e-01     +5.70396e-19     +4.53330e-21
   +1.52155e+03     +7.44716e-01     +1.06310e-01     +5.73507e-19     +4.84479e-21
   +1.52211e+03     +1.01699e+00     +1.05033e-01     +5.75879e-19     +5.02332e-21
   +1.52266e+03     +8.23660e-01     +1.03411e-01     +5.76238e-19     +4.74595e-21
   +1.52321e+03     +7.97737e-01     +1.02668e-01     +5.73834e-19     +4.06363e-21
   +1.52377e+03     +8.68124e-01     +9.78632e-02     +5.69240e-19     +4.19288e-21
   +1.52432e+03     +6.72479e-01     +9.58426e-02     +5.63066e-19     +6.13819e-21
   +1.52488e+03     +4.70715e-01     +9.59464e-02     +5.57607e-19     +8.42210e-21
   +1.52543e+03     +4.87991e-01     +9.62209e-02     +5.54554e-19     +9.57364e-21
   +1.52599e+03     +5.68315e-01     +9.63037e-02     +5.54101e-19     +9.22174e-21
   +1.52654e+03     +5.64535e-01     +9.67169e-02     +5.54472e-19     +8.08044e-21
   +1.52709e+03     +8.82892e-01     +9.74473e-02     +5.54139e-19     +6.81229e-21
   +1.52765e+03     +7.50951e-01     +9.82000e-02     +5.53084e-19     +5.75293e-21
   +1.52820e+03     +5.41250e-01     +9.91533e-02     +5.51616e-19     +5.24773e-21
   +1.52876e+03     +8.08369e-01     +1.01854e-01     +5.49146e-19     +5.74346e-21
   +1.52931e+03     +7.64339e-01     +1.05538e-01     +5.44902e-19     +7.08445e-21
   +1.52987e+03     +7.26406e-01     +1.06775e-01     +5.38883e-19     +9.12456e-21
   +1.53042e+03     +6.80478e-01     +1.06921e-01     +5.32524e-19     +1.16990e-20
   +1.53098e+03     +8.93180e-01     +1.06395e-01     +5.26755e-19     +1.42389e-20
   +1.53153e+03     +9.12084e-01     +1.03059e-01     +5.21282e-19     +1.60619e-20
   +1.53208e+03     +5.93822e-01     +1.00560e-01     +5.16181e-19     +1.69133e-20
   +1.53264e+03     +6.99324e-01     +9.95765e-02     +5.13332e-19     +1.68051e-20
   +1.53319e+03     +7.22963e-01     +9.94259e-02     +5.14042e-19     +1.64781e-20
   +1.53375e+03     +8.44541e-01     +1.00449e-01     +5.18012e-19     +1.64494e-20
   +1.53430e+03     +1.12410e+00     +1.01016e-01     +5.22476e-19     +1.67422e-20
   +1.53486e+03     +9.06560e-01     +1.00688e-01     +5.24687e-19     +1.69853e-20
   +1.53541e+03     +8.41724e-01     +1.00278e-01     +5.23332e-19     +1.68136e-20
   +1.53596e+03     +8.36983e-01     +1.00392e-01     +5.19607e-19     +1.64159e-20
   +1.53652e+03     +8.57248e-01     +9.96835e-02     +5.14593e-19     +1.60922e-20
   +1.53707e+03     +6.29506e-01     +9.99638e-02     +5.09749e-19     +1.60744e-20
   +1.53763e+03     +6.41299e-01     +9.99457e-02     +5.05767e-19     +1.63367e-20
   +1.53818e+03     +6.56635e-01     +1.00801e-01     +5.02765e-19     +1.66546e-20
   +1.53874e+03     +7.82537e-01     +1.00900e-01     +4.99926e-19     +1.69267e-20
   +1.53929e+03     +7.22351e-01     +9.95961e-02     +4.96559e-19     +1.70762e-20
   +1.53985e+03     +7.35778e-01     +9.89136e-02     +4.92039e-19     +1.69159e-20
   +1.54040e+03     +6.37385e-01     +9.72063e-02     +4.86250e-19     +1.63880e-20
   +1.54095e+03     +7.60012e-01     +9.58643e-02     +4.78993e-19     +1.55189e-20
   +1.54151e+03     +7.61172e-01     +9.54345e-02     +4.70818e-19     +1.46358e-20
   +1.54206e+03     +7.60308e-01     +9.57193e-02     +4.62768e-19     +1.39861e-20
   +1.54262e+03     +5.21740e-01     +9.58813e-02     +4.56053e-19     +1.36577e-20
   +1.54317e+03     +5.90733e-01     +9.58895e-02     +4.50704e-19     +1.36077e-20
   +1.54373e+03     +5.83063e-01     +9.60464e-02     +4.46928e-19     +1.37110e-20
   +1.54428e+03     +5.41587e-01     +9.58944e-02     +4.45609e-19     +1.36473e-20
   +1.54483e+03     +5.94483e-01     +9.60553e-02     +4.47387e-19     +1.32150e-20
   +1.54539e+03     +3.55491e-01     +9.60401e-02     +4.52265e-19     +1.24071e-20
   +1.54594e+03     +2.31118e-01     +9.59782e-02     +4.57941e-19     +1.15039e-20
   +1.54650e+03     +2.77846e-01     +9.74471e-02     +4.63147e-19     +1.05642e-20
   +1.54705e+03     +2.64370e-01     +9.75510e-02     +4.69067e-19     +9.42286e-21
   +1.54761e+03     +2.94100e-01     +9.88388e-02     +4.78305e-19     +8.28372e-21
   +1.54816e+03     +3.09142e-01     +9.93297e-02     +4.92793e-19     +7.80282e-21
   +1.54872e+03     +4.67336e-01     +9.86974e-02     +5.09965e-19     +8.25142e-21
   +1.54927e+03     +2.59302e-01     +9.88360e-02     +5.26423e-19     +9.05715e-21
   +1.54982e+03     +4.04132e-01     +9.97820e-02     +5.39804e-19     +9.91962e-21
   +1.55038e+03     +7.36572e-01     +1.01325e-01     +5.52609e-19     +1.11034e-20
   +1.55093e+03     +7.75978e-01     +1.02746e-01     +5.66381e-19     +1.25009e-20
   +1.55149e+03     +8.08320e-01     +1.03224e-01     +5.79779e-19     +1.36275e-20
   +1.55204e+03     +9.82158e-01     +1.02600e-01     +5.88739e-19     +1.40832e-20
   +1.55260e+03     +1.16798e+00     +1.00534e-01     +5.90187e-19     +1.37306e-20
   +1.55315e+03     +1.03940e+00     +9.92039e-02     +5.86433e-19     +1.29720e-20
   +1.55370e+03     +8.12227e-01     +9.94835e-02     +5.80213e-19     +1.21366e-20
   +1.55426e+03     +8.32003e-01     +9.92098e-02     +5.73358e-19     +1.14336e-20
   +1.55481e+03     +7.41037e-01     +1.00190e-01     +5.66482e-19     +1.09475e-20
   +1.55537e+03     +9.37007e-01     +1.00337e-01     +5.59596e-19     +1.07806e-20
   +1.55592e+03     +8.09600e-01     +1.00125e-01     +5.53198e-19     +1.07618e-20
   +1.55648e+03     +7.68785e-01     +9.90687e-02     +5.47715e-19     +1.03918e-20
   +1.55703e+03     +8.27484e-01     +9.93424e-02     +5.44519e-19     +9.25658e-21
   +1.55759e+03     +7.01501e-01     +9.93340e-02     +5.43537e-19     +7.85649e-21
   +1.55814e+03     +7.80255e-01     +9.95760e-02     +5.43760e-19     +6.91767e-21
   +1.55869e+03     +8.25766e-01     +9.91050e-02     +5.43326e-19     +6.42142e-21
   +1.55925e+03     +9.05254e-01     +9.74726e-02     +5.41359e-19     +6.12759e-21
   +1.55980e+03     +7.78360e-01     +9.64730e-02     +5.38217e-19     +6.14218e-21
   +1.56036e+03     +6.53455e-01     +9.54532e-02     +5.35479e-19     +6.28832e-21
   +1.56091e+03     +8.01152e-01     +9.52963e-02     +5.34326e-19     +6.16206e-21
   +1.56147e+03     +8.29472e-01     +9.43672e-02     +5.35273e-19     +5.59890e-21
   +1.56202e+03     +7.16293e-01     +9.43138e-02     +5.37109e-19     +4.97233e-21
   +1.56257e+03     +8.08670e-01     +9.43295e-02     +5.38267e-19     +4.56575e-21
   +1.56313e+03     +7.28572e-01     +9.42996e-02     +5.37291e-19     +4.36372e-21
   +1.56368e+03     +8.21704e-01     +9.41312e-02     +5.34802e-19     +4.31772e-21
   +1.56424e+03     +8.11413e-01     +9.42700e-02     +5.31889e-19     +4.51867e-21
   +1.56479e+03     +7.42772e-01     +9.45515e-02     +5.29419e-19     +4.86667e-21
   +1.56535e+03     +7.50367e-01     +9.43615e-02     +5.27018e-19     +5.28701e-21
   +1.56590e+03     +6.37959e-01     +9.45428e-02     +5.24363e-19     +5.74267e-21
   +1.56646e+03     +8.20633e-01     +9.49445e-02     +5.21748e-19     +6.07317e-21
   +1.56701e+03     +6.82395e-01     +9.58014e-02     +5.19630e-19     +6.14979e-21
   +1.56756e+03     +7.32095e-01     +9.65086e-02     +5.18272e-19     +5.98580e-21
   +1.56812e+03     +6.88906e-01     +9.74180e-02     +5.18316e-19     +5.62450e-21
   +1.56867e+03     +7.28767e-01     +9.78419e-02     +5.20609e-19     +4.96481e-21
   +1.56923e+03     +7.32365e-01     +9.80631e-02     +5.25209e-19     +4.10663e-21
   +1.56978e+03     +7.46716e-01     +1.00133e-01     +5.29968e-19     +3.66657e-21
   +1.57034e+03     +7.71550e-01     +1.12018e-01     +5.33123e-19     +3.79259e-21
   +1.57089e+03     +5.67031e-01     +1.38317e-01     +5.34213e-19     +4.11985e-21
   +1.57144e+03     +7.95601e-01     +1.56288e-01     +5.34235e-19     +4.49187e-21
   +1.57200e+03     +2.86877e-01     +1.75168e-01     +5.34108e-19     +4.83871e-21
   +1.57255e+03     +6.94617e-01     +1.81458e-01     +5.34027e-19     +4.95561e-21
   +1.57311e+03     +4.33182e-01     +1.70099e-01     +5.33029e-19     +4.63323e-21
   +1.57366e+03     +1.06858e+00     +1.54165e-01     +5.29274e-19     +3.89093e-21
   +1.57422e+03     +5.83128e-01     +1.38601e-01     +5.22751e-19     +3.82257e-21
   +1.57477e+03     +4.86255e-01     +1.17897e-01     +5.15469e-19     +4.95947e-21
   +1.57533e+03     +6.29004e-01     +1.12191e-01     +5.10552e-19     +5.89642e-21
   +1.57588e+03     +1.08831e+00     +1.09150e-01     +5.08944e-19     +6.04218e-21
   +1.57643e+03     +7.63261e-01     +1.02870e-01     +5.10088e-19     +5.58251e-21
   +1.57699e+03     +6.90545e-01     +1.01246e-01     +5.12531e-19     +4.92135e-21
   +1.57754e+03     +6.84580e-01     +1.01722e-01     +5.15103e-19     +4.24812e-21
   +1.57810e+03     +8.43360e-01     +1.11088e-01     +5.17271e-19     +3.64878e-21
   +1.57865e+03     +8.27070e-01     +1.43433e-01     +5.18566e-19     +3.38809e-21
   +1.57921e+03     +6.58203e-01     +1.60932e-01     +5.19115e-19     +3.50835e-21
   +1.57976e+03     +1.13739e+00     +1.62796e-01     +5.19585e-19     +3.64282e-21
   +1.58031e+03     +6.20640e-01     +1.69304e-01     +5.20784e-19     +3.62901e-21
   +1.58087e+03     +6.30328e-01     +1.65042e-01     +5.22723e-19     +3.60226e-21
   +1.58142e+03     +8.40672e-01     +1.37433e-01     +5.24838e-19     +3.64455e-21
   +1.58198e+03     +1.04583e+00     +1.26732e-01     +5.26214e-19     +3.67940e-21
   +1.58253e+03     +7.07066e-01     +1.22746e-01     +5.26187e-19     +3.60254e-21
   +1.58309e+03     +7.40162e-01     +1.13067e-01     +5.24164e-19     +3.43712e-21
   +1.58364e+03     +6.67879e-01     +1.07355e-01     +5.20777e-19     +3.43026e-21
   +1.58420e+03     +7.38352e-01     +1.09527e-01     +5.16793e-19     +3.66635e-21
   +1.58475e+03     +8.93322e-01     +1.17032e-01     +5.13641e-19     +3.93019e-21
   +1.58530e+03     +6.11967e-01     +1.17435e-01     +5.12431e-19     +3.97631e-21
   +1.58586e+03     +7.15146e-01     +1.14250e-01     +5.13741e-19     +3.71741e-21
   +1.58641e+03     +9.21448e-01     +1.15708e-01     +5.17142e-19     +3.39036e-21
   +1.58697e+03     +6.34270e-01     +1.21839e-01     +5.20939e-19     +3.34863e-21
   +1.58752e+03     +8.34474e-01     +1.40996e-01     +5.24051e-19     +3.57512e-21
   +1.58808e+03     +6.02610e-01     +1.46927e-01     +5.26032e-19     +3.89756e-21
   +1.58863e+03     +5.38586e-01     +1.46230e-01     +5.27123e-19     +4.25658e-21
   +1.58918e+03     +6.08810e-01     +1.43716e-01     +5.27331e-19     +4.59740e-21
   +1.58974e+03     +5.49209e-01     +1.29751e-01     +5.26475e-19     +4.75167e-21
   +1.59029e+03     +7.56560e-01     +1.19477e-01     +5.24464e-19     +4.58106e-21
   +1.59085e+03     +8.43800e-01     +1.20249e-01     +5.21408e-19     +4.10964e-21
   +1.59140e+03     +8.00008e-01     +1.21068e-01     +5.18275e-19     +3.66753e-21
   +1.59196e+03     +8.65282e-01     +1.23518e-01     +5.16451e-19     +3.47284e-21
   +1.59251e+03     +7.87658e-01     +1.39138e-01     +5.16659e-19     +3.45931e-21
   +1.59307e+03     +9.74900e-01     +1.53891e-01     +5.17809e-19     +3.51855e-21
   +1.59362e+03     +1.19392e+00     +1.56572e-01     +5.18576e-19     +3.54309e-21
   +1.59417e+03     +8.14297e-01     +1.56842e-01     +5.18538e-19     +3.49178e-21
   +1.59473e+03     +8.59924e-01     +1.51670e-01     +5.18478e-19     +3.48374e-21
   +1.59528e+03     +8.24149e-01     +1.22498e-01     +5.19129e-19     +3.62268e-21
   +1.59584e+03     +5.84227e-01     +1.03648e-01     +5.20562e-19     +4.01080e-21
   +1.59639e+03     +7.95973e-01     +1.11196e-01     +5.21901e-19     +4.52690e-21
   +1.59695e+03     +6.97926e-01     +1.21009e-01     +5.22539e-19     +4.96493e-21
   +1.59750e+03     +7.75547e-01     +1.21881e-01     +5.22228e-19     +5.16979e-21
   +1.59805e+03     +6.63193e-01     +1.22726e-01     +5.21396e-19     +5.20954e-21
   +1.59861e+03     +6.89096e-01     +1.34757e-01     +5.20317e-19     +5.08870e-21
   +1.59916e+03     +7.73743e-01     +1.46542e-01     +5.18860e-19     +4.67824e-21
   +1.59972e+03     +8.14275e-01     +1.46191e-01     +5.16838e-19     +4.03575e-21
   +1.60027e+03     +7.05715e-01     +1.46640e-01     +5.14137e-19     +3.54716e-21
   +1.60083e+03     +1.43531e-01     +1.41770e-01     +5.10622e-19     +3.69477e-21
   +1.60138e+03     +6.05830e-01     +1.21314e-01     +5.06701e-19     +4.12812e-21
   +1.60193e+03     +6.93677e-01     +1.01235e-01     +5.02740e-19     +4.22681e-21
   +1.60249e+03     +7.01169e-01     +9.79148e-02     +4.99496e-19     +3.86323e-21
   +1.60304e+03     +6.88919e-01     +9.82014e-02     +4.97833e-19     +3.50341e-21
   +1.60360e+03     +5.85577e-01     +1.03687e-01     +4.98155e-19     +3.37138e-21
   +1.60415e+03     +4.38016e-01     +1.11766e-01     +5.00297e-19     +3.39835e-21
   +1.60471e+03     +5.75073e-01     +1.12759e-01     +5.02938e-19     +3.46260e-21
   +1.60526e+03     +4.10804e-01     +1.14532e-01     +5.05329e-19     +3.53152e-21
   +1.60582e+03     +6.29258e-01     +1.25975e-01     +5.06697e-19     +3.58378e-21
   +1.60637e+03     +4.80421e-01     +1.30499e-01     +5.06544e-19     +3.63919e-21
   +1.60692e+03     +1.09815e-01     +1.26945e-01     +5.04530e-19     +3.83269e-21
   +1.60748e+03     +3.00379e-01     +1.26729e-01     +5.00251e-19     +4.28439e-21
   +1.60803e+03     +5.46443e-01     +1.22546e-01     +4.94672e-19     +4.81783e-21
   +1.60859e+03     +6.41860e-01     +1.06448e-01     +4.88554e-19     +5.25926e-21
   +1.60914e+03     +5.73581e-01     +9.70737e-02     +4.84074e-19     +5.46561e-21
   +1.60970e+03     +7.63802e-01     +9.74022e-02     +4.82636e-19     +5.38501e-21
   +1.61025e+03     +6.24325e-01     +9.69458e-02     +4.84704e-19     +4.96051e-21
   +1.61080e+03     +6.09424e-01     +9.69620e-02     +4.89141e-19     +4.36979e-21
   +1.61136e+03     +6.29853e-01     +9.63518e-02     +4.93067e-19     +3.98142e-21
   +1.61191e+03     +5.03601e-01     +1.00559e-01     +4.94833e-19     +3.88436e-21
   +1.61247e+03     +6.50213e-01     +1.03820e-01     +4.93938e-19     +4.00352e-21
   +1.61302e+03     +7.40487e-01     +1.04657e-01     +4.91715e-19     +4.14920e-21
   +1.61358e+03     +7.42259e-01     +1.09578e-01     +4.89366e-19     +4.20022e-21
   +1.61413e+03     +7.32811e-01     +1.17921e-01     +4.88001e-19     +4.13303e-21
   +1.61469e+03     +6.36045e-01     +1.15512e-01     +4.87962e-19     +4.01529e-21
   +1.61524e+03     +6.44032e-01     +1.13277e-01     +4.89316e-19     +3.83970e-21
   +1.61579e+03     +7.47712e-01     +1.12068e-01     +4.92147e-19     +3.58401e-21
   +1.61635e+03     +8.74331e-01     +1.03473e-01     +4.95628e-19     +3.47015e-21
   +1.61690e+03     +8.23101e-01     +9.61521e-02     +4.98820e-19     +3.65834e-21
   +1.61746e+03     +6.96862e-01     +9.47736e-02     +5.00665e-19     +3.89020e-21
   +1.61801e+03     +7.77603e-01     +9.52063e-02     +5.00863e-19     +3.91588e-21
   +1.61857e+03     +8.24312e-01     +9.59245e-02     +4.99444e-19     +3.76147e-21
   +1.61912e+03     +7.92614e-01     +9.81300e-02     +4.95989e-19     +3.57077e-21
   +1.61967e+03     +7.00151e-01     +1.01734e-01     +4.90384e-19     +3.68482e-21
   +1.62023e+03     +6.23004e-01     +1.04834e-01     +4.83686e-19     +4.37005e-21
   +1.62078e+03     +6.45649e-01     +1.09026e-01     +4.78243e-19     +5.18852e-21
   +1.62134e+03     +7.00401e-01     +1.15742e-01     +4.76728e-19     +5.38963e-21
   +1.62189e+03     +8.26649e-01     +1.18705e-01     +4.79037e-19     +4.92596e-21
   +1.62245e+03     +5.90148e-01     +1.19490e-01     +4.83067e-19     +4.28717e-21
   +1.62300e+03     +7.04753e-01     +1.23683e-01     +4.85691e-19     +3.95542e-21
   +1.62356e+03     +4.46095e-01     +1.26375e-01     +4.85994e-19     +3.88911e-21
   +1.62411e+03     +5.51842e-01     +1.24711e-01     +4.84961e-19     +3.92102e-21
   +1.62466e+03     +6.46937e-01     +1.21791e-01     +4.84439e-19     +3.87360e-21
   +1.62522e+03     +7.53652e-01     +1.17318e-01     +4.85166e-19     +3.74622e-21
   +1.62577e+03     +6.54055e-01     +1.11124e-01     +4.86657e-19     +3.64892e-21
   +1.62633e+03     +6.58563e-01     +1.04384e-01     +4.87720e-19     +3.69102e-21
   +1.62688e+03     +6.27603e-01     +1.00992e-01     +4.87585e-19     +4.02676e-21
   +1.62744e+03     +5.71402e-01     +1.00436e-01     +4.86371e-19     +4.73701e-21
   +1.62799e+03     +6.94599e-01     +1.00013e-01     +4.84863e-19     +5.37800e-21
   +1.62854e+03     +5.81277e-01     +9.71064e-02     +4.84048e-19     +5.45731e-21
   +1.62910e+03     +7.49188e-01     +9.58165e-02     +4.84246e-19     +4.97439e-21
   +1.62965e+03     +5.81644e-01     +9.52902e-02     +4.84907e-19     +4.39124e-21
   +1.63021e+03     +7.42717e-01     +9.50587e-02     +4.84609e-19     +4.17199e-21
   +1.63076e+03     +6.18248e-01     +9.61325e-02     +4.82666e-19     +4.35356e-21
   +1.63132e+03     +6.45690e-01     +9.88137e-02     +4.79963e-19     +4.78617e-21
   +1.63187e+03     +7.83044e-01     +1.04077e-01     +4.79041e-19     +4.86493e-21
   +1.63243e+03     +7.63184e-01     +1.23730e-01     +4.81079e-19     +4.31170e-21
   +1.63298e+03     +9.93993e-01     +1.35684e-01     +4.85350e-19     +3.65702e-21
   +1.63353e+03     +6.35938e-01     +1.37834e-01     +4.89418e-19     +3.63538e-21
   +1.63409e+03     +8.88242e-01     +1.41527e-01     +4.91916e-19     +3.90433e-21
   +1.63464e+03     +5.90867e-01     +1.34840e-01     +4.92848e-19     +4.04184e-21
   +1.63520e+03     +8.18344e-01     +1.16290e-01     +4.92815e-19     +4.06432e-21
   +1.63575e+03     +6.12341e-01     +1.08670e-01     +4.92191e-19     +4.08681e-21
   +1.63631e+03     +8.44317e-01     +1.05123e-01     +4.90588e-19     +4.10672e-21
   +1.63686e+03     +7.02828e-01     +1.00002e-01     +4.87394e-19     +4.07400e-21
   +1.63741e+03     +5.96231e-01     +9.95406e-02     +4.82706e-19     +3.96706e-21
   +1.63797e+03     +6.13507e-01     +9.85619e-02     +4.77278e-19     +3.78780e-21
   +1.63852e+03     +7.32976e-01     +9.67314e-02     +4.71705e-19     +3.56805e-21
   +1.63908e+03     +8.05622e-01     +9.64697e-02     +4.66935e-19     +3.48446e-21
   +1.63963e+03     +8.17369e-01     +1.00787e-01     +4.63843e-19     +3.65945e-21
   +1.64019e+03     +8.70757e-01     +1.03462e-01     +4.63583e-19     +3.94111e-21
   +1.64074e+03     +8.91787e-01     +1.04615e-01     +4.66699e-19     +4.07899e-21
   +1.64130e+03     +7.29866e-01     +1.04139e-01     +4.71548e-19     +4.05607e-21
   +1.64185e+03     +8.25217e-01     +1.03970e-01     +4.76610e-19     +3.92570e-21
   +1.64240e+03     +5.73183e-01     +1.06070e-01     +4.80596e-19     +3.77054e-21
   +1.64296e+03     +6.14040e-01     +1.18711e-01     +4.83420e-19     +3.69489e-21
   +1.64351e+03     +8.17147e-01     +1.25327e-01     +4.85059e-19     +3.69756e-21
   +1.64407e+03     +7.53502e-01     +1.26493e-01     +4.85688e-19     +3.70262e-21
   +1.64462e+03     +9.24636e-01     +1.23700e-01     +4.85875e-19     +3.70477e-21
   +1.64518e+03     +8.68628e-01     +1.14926e-01     +4.86126e-19     +3.75678e-21
   +1.64573e+03     +7.64347e-01     +1.04247e-01     +4.86598e-19     +3.90594e-21
   +1.64628e+03     +6.96569e-01     +1.05001e-01     +4.87087e-19     +4.10834e-21
   +1.64684e+03     +6.24215e-01     +1.05619e-01     +4.87323e-19     +4.24785e-21
   +1.64739e+03     +4.57066e-01     +1.05237e-01     +4.87213e-19     +4.28355e-21
   +1.64795e+03     +6.53186e-01     +1.04469e-01     +4.86663e-19     +4.22694e-21
   +1.64850e+03     +9.23367e-01     +1.51338e-01     +4.85848e-19     +4.14828e-21
   +1.64906e+03     +3.49331e-01     +1.83130e-01     +4.84936e-19     +4.09080e-21
   +1.64961e+03     +6.42616e-01     +2.07222e-01     +4.84110e-19     +4.06714e-21
   +1.65017e+03     +3.79417e-01     +2.32539e-01     +4.83165e-19     +4.01441e-21
   +1.65072e+03     +1.75492e-01     +2.36192e-01     +4.81534e-19     +3.86154e-21
   +1.65127e+03     +5.18265e-01     +2.13221e-01     +4.78669e-19     +3.65724e-21
   +1.65183e+03     +5.66023e-01     +1.92988e-01     +4.74492e-19     +3.62932e-21
   +1.65238e+03     +4.98354e-01     +1.72258e-01     +4.70254e-19     +3.87412e-21
   +1.65294e+03     +4.53735e-01     +1.62854e-01     +4.67472e-19     +4.08076e-21
   +1.65349e+03     +6.48225e-01     +1.55191e-01     +4.67898e-19     +3.90229e-21
   +1.65405e+03     +6.45235e-01     +1.56340e-01     +4.70831e-19     +3.69855e-21
   +1.65460e+03     +6.14712e-01     +1.62966e-01     +4.74724e-19     +3.93071e-21
   +1.65515e+03     +9.90464e-01     +1.75016e-01     +4.77926e-19     +4.32395e-21
   +1.65571e+03     +6.43384e-01     +1.79305e-01     +4.79394e-19     +4.37893e-21
   +1.65626e+03     +7.81345e-01     +1.77962e-01     +4.79279e-19     +4.14294e-21
   +1.65682e+03     +5.56721e-01     +1.75661e-01     +4.78111e-19     +3.86436e-21
   +1.65737e+03     +5.56298e-01     +1.66205e-01     +4.76623e-19     +3.69549e-21
   +1.65793e+03     +4.95351e-01     +1.50038e-01     +4.75503e-19     +3.62161e-21
   +1.65848e+03     +6.86983e-01     +1.42340e-01     +4.75067e-19     +3.60919e-21
   +1.65904e+03     +5.42974e-01     +1.35428e-01     +4.75341e-19     +3.66584e-21
   +1.65959e+03     +6.89058e-01     +1.31125e-01     +4.75810e-19     +3.79244e-21
   +1.66014e+03     +6.41509e-01     +1.27607e-01     +4.75823e-19     +3.90696e-21
   +1.66070e+03     +7.77433e-01     +1.26231e-01     +4.75074e-19     +3.91174e-21
   +1.66125e+03     +6.84754e-01     +1.22980e-01     +4.73991e-19     +3.83729e-21
   +1.66181e+03     +8.40529e-01     +1.17820e-01     +4.73597e-19     +3.82415e-21
   +1.66236e+03     +5.94930e-01     +1.20161e-01     +4.74423e-19     +3.95646e-21
   +1.66292e+03     +8.15723e-01     +1.20107e-01     +4.76298e-19     +4.30123e-21
   +1.66347e+03     +6.95839e-01     +1.16744e-01     +4.78233e-19     +4.73779e-21
   +1.66402e+03     +5.90618e-01     +1.14541e-01     +4.79480e-19     +5.05580e-21
   +1.66458e+03     +6.45147e-01     +1.10589e-01     +4.79912e-19     +5.18327e-21
   +1.66513e+03     +8.30455e-01     +1.03721e-01     +4.79735e-19     +5.17764e-21
   +1.66569e+03     +8.57765e-01     +9.90490e-02     +4.79167e-19     +5.08972e-21
   +1.66624e+03     +9.24146e-01     +9.76829e-02     +4.78013e-19     +4.85341e-21
   +1.66680e+03     +7.98837e-01     +9.70468e-02     +4.75934e-19     +4.40066e-21
   +1.66735e+03     +6.66189e-01     +9.80269e-02     +4.73172e-19     +3.90399e-21
   +1.66791e+03     +6.97909e-01     +9.86637e-02     +4.70514e-19     +3.63492e-21
   +1.66846e+03     +9.86552e-01     +1.01252e-01     +4.68442e-19     +3.59603e-21
   +1.66901e+03     +3.68861e-01     +1.02823e-01     +4.67014e-19     +3.63082e-21
   +1.66957e+03     +5.28363e-01     +1.03236e-01     +4.65587e-19     +3.67313e-21
   +1.67012e+03     +4.98929e-01     +1.03493e-01     +4.63817e-19     +3.73466e-21
   +1.67068e+03     +4.13793e-01     +1.04781e-01     +4.61864e-19     +3.82914e-21
   +1.67123e+03     +6.46210e-01     +1.05647e-01     +4.60216e-19     +3.94327e-21
   +1.67179e+03     +7.53765e-01     +1.04011e-01     +4.59017e-19     +4.05064e-21
   +1.67234e+03     +9.19171e-01     +1.02726e-01     +4.58249e-19     +4.10605e-21
   +1.67289e+03     +5.09239e-01     +1.09796e-01     +4.58227e-19     +4.01312e-21
   +1.67345e+03     +6.94750e-01     +1.35911e-01     +4.59257e-19     +3.79793e-21
   +1.67400e+03     +7.65859e-01     +1.63962e-01     +4.61298e-19     +3.66415e-21
   +1.67456e+03     +4.85742e-01     +1.87868e-01     +4.63702e-19     +3.75015e-21
   +1.67511e+03     +1.01834e+00     +1.96134e-01     +4.65348e-19     +3.85954e-21
   +1.67567e+03     +6.57243e-01     +1.89730e-01     +4.65953e-19     +3.84113e-21
   +1.67622e+03     +7.29285e-01     +1.73045e-01     +4.65942e-19     +3.77474e-21
   +1.67678e+03     +5.09180e-01     +1.50225e-01     +4.66242e-19     +3.81196e-21
   +1.67733e+03     +6.38925e-01     +1.26305e-01     +4.67428e-19     +4.05418e-21
   +1.67788e+03     +5.75759e-01     +1.20031e-01     +4.69302e-19     +4.53940e-21
   +1.67844e+03     +7.09378e-01     +1.16048e-01     +4.71249e-19     +5.13295e-21
   +1.67899e+03     +7.70026e-01     +1.08028e-01     +4.72446e-19     +5.52934e-21
   +1.67955e+03     +7.11052e-01     +1.04371e-01     +4.72696e-19     +5.62740e-21
